Formulation	DrugName	SubCat	SubCat1
Injection	Cetrizine	Painkiller	Penicillin
Tablet	Omeprazole	Painkiller	Penicillin
Syrup	Paracetamol	Antihistamine	NSAID
Syrup	Ibuprofen	Antihistamine	Penicillin
Ointment	Amoxicillin	Painkiller	NSAID
Ointment	Metformin	Antipyretic	H1 Blocker
Injection	Omeprazole	Antihistamine	H1 Blocker
Injection	Amoxicillin	Painkiller	H1 Blocker
Ointment	Amoxicillin	Painkiller	Penicillin
Syrup	Metformin	Antipyretic	PPI
Ointment	Metformin	Antihistamine	H1 Blocker
Capsule	Omeprazole	Antipyretic	Penicillin
Syrup	Cetrizine	Painkiller	NSAID
Ointment	Amoxicillin	Antibiotic	Salicylate
Injection	Ibuprofen	Painkiller	Salicylate
Tablet	Cetrizine	Antihistamine	NSAID
Syrup	Paracetamol	Antacid	NSAID
Capsule	Cetrizine	Antihistamine	H1 Blocker
Syrup	Metformin	Antibiotic	Salicylate
Tablet	Ibuprofen	Antihistamine	PPI
Injection	Paracetamol	Painkiller	PPI
Injection	Metformin	Antibiotic	Salicylate
Capsule	Aspirin	Antibiotic	NSAID
Syrup	Ibuprofen	Antacid	Salicylate
Ointment	Aspirin	Painkiller	H1 Blocker
Capsule	Cetrizine	Painkiller	H1 Blocker
Capsule	Metformin	Antihistamine	Penicillin
Syrup	Amoxicillin	Antacid	Penicillin
Ointment	Amoxicillin	Antipyretic	NSAID
Ointment	Ibuprofen	Painkiller	Penicillin
Ointment	Aspirin	Painkiller	Penicillin
Ointment	Aspirin	Antibiotic	NSAID
Syrup	Amoxicillin	Painkiller	Penicillin
Syrup	Aspirin	Antipyretic	H1 Blocker
Ointment	Paracetamol	Antibiotic	H1 Blocker
Injection	Omeprazole	Antihistamine	PPI
Capsule	Omeprazole	Antihistamine	PPI
Capsule	Amoxicillin	Antihistamine	Salicylate
Injection	Omeprazole	Antibiotic	Salicylate
Injection	Paracetamol	Antipyretic	Salicylate
Tablet	Amoxicillin	Antipyretic	PPI
Syrup	Cetrizine	Antipyretic	PPI
Tablet	Paracetamol	Antihistamine	Penicillin
Capsule	Omeprazole	Painkiller	NSAID
Syrup	Omeprazole	Antacid	NSAID
Syrup	Omeprazole	Antacid	Penicillin
Injection	Cetrizine	Painkiller	PPI
Tablet	Amoxicillin	Antibiotic	Penicillin
Tablet	Cetrizine	Antihistamine	Penicillin
Injection	Ibuprofen	Antibiotic	Salicylate
Ointment	Amoxicillin	Antibiotic	PPI
Syrup	Ibuprofen	Antibiotic	PPI
Syrup	Amoxicillin	Antipyretic	Penicillin
Ointment	Paracetamol	Painkiller	Salicylate
Tablet	Omeprazole	Antibiotic	Penicillin
Injection	Aspirin	Antibiotic	NSAID
Capsule	Metformin	Antacid	H1 Blocker
Syrup	Metformin	Antihistamine	H1 Blocker
Syrup	Omeprazole	Antipyretic	H1 Blocker
Ointment	Cetrizine	Antihistamine	H1 Blocker
Injection	Aspirin	Painkiller	NSAID
Tablet	Cetrizine	Antihistamine	PPI
Syrup	Ibuprofen	Antacid	NSAID
Capsule	Ibuprofen	Antipyretic	NSAID
Capsule	Cetrizine	Antibiotic	PPI
Injection	Paracetamol	Antihistamine	Penicillin
Tablet	Metformin	Painkiller	PPI
Tablet	Paracetamol	Antipyretic	NSAID
Ointment	Metformin	Antihistamine	PPI
Syrup	Paracetamol	Antihistamine	NSAID
Syrup	Omeprazole	Antihistamine	Penicillin
Tablet	Amoxicillin	Antacid	PPI
Ointment	Ibuprofen	Antihistamine	Salicylate
Injection	Metformin	Antipyretic	H1 Blocker
Capsule	Ibuprofen	Antacid	Penicillin
Injection	Omeprazole	Painkiller	Salicylate
Capsule	Amoxicillin	Antacid	PPI
Injection	Paracetamol	Antihistamine	PPI
Ointment	Omeprazole	Painkiller	H1 Blocker
Syrup	Cetrizine	Antacid	PPI
Syrup	Paracetamol	Antihistamine	NSAID
Injection	Cetrizine	Antipyretic	Salicylate
Injection	Ibuprofen	Antihistamine	Penicillin
Ointment	Omeprazole	Antihistamine	Penicillin
Capsule	Aspirin	Antibiotic	Penicillin
Tablet	Aspirin	Antihistamine	H1 Blocker
Injection	Aspirin	Antacid	PPI
Capsule	Metformin	Antihistamine	NSAID
Injection	Paracetamol	Antibiotic	Salicylate
Syrup	Metformin	Antihistamine	PPI
Capsule	Ibuprofen	Antihistamine	NSAID
Tablet	Metformin	Antacid	H1 Blocker
Capsule	Omeprazole	Painkiller	NSAID
Syrup	Cetrizine	Antihistamine	Salicylate
Injection	Cetrizine	Antihistamine	Penicillin
Syrup	Cetrizine	Antibiotic	PPI
Ointment	Cetrizine	Antihistamine	Salicylate
Ointment	Ibuprofen	Antibiotic	NSAID
Ointment	Aspirin	Antihistamine	Penicillin
Injection	Ibuprofen	Antacid	Penicillin
Injection	Ibuprofen	Antipyretic	PPI
Ointment	Paracetamol	Painkiller	H1 Blocker
Syrup	Amoxicillin	Antipyretic	PPI
Injection	Amoxicillin	Antibiotic	NSAID
Syrup	Paracetamol	Antacid	Penicillin
Tablet	Omeprazole	Antihistamine	Penicillin
Injection	Cetrizine	Antihistamine	NSAID
Capsule	Ibuprofen	Painkiller	NSAID
Tablet	Paracetamol	Painkiller	NSAID
Tablet	Cetrizine	Antihistamine	Salicylate
Injection	Metformin	Antibiotic	PPI
Syrup	Paracetamol	Antihistamine	Penicillin
Tablet	Amoxicillin	Painkiller	H1 Blocker
Syrup	Metformin	Antihistamine	H1 Blocker
Syrup	Amoxicillin	Antacid	Penicillin
Ointment	Paracetamol	Painkiller	NSAID
Tablet	Metformin	Antipyretic	H1 Blocker
Injection	Paracetamol	Painkiller	H1 Blocker
Capsule	Ibuprofen	Antibiotic	Penicillin
Tablet	Omeprazole	Antibiotic	Penicillin
Syrup	Ibuprofen	Painkiller	PPI
Capsule	Ibuprofen	Antibiotic	H1 Blocker
Tablet	Cetrizine	Antibiotic	PPI
Syrup	Paracetamol	Antacid	PPI
Syrup	Omeprazole	Antibiotic	H1 Blocker
Injection	Omeprazole	Antibiotic	Penicillin
Capsule	Metformin	Antipyretic	Salicylate
Injection	Aspirin	Antibiotic	NSAID
Capsule	Ibuprofen	Painkiller	PPI
Capsule	Omeprazole	Antibiotic	Penicillin
Ointment	Omeprazole	Antacid	Penicillin
Capsule	Paracetamol	Antacid	NSAID
Tablet	Aspirin	Antibiotic	NSAID
Injection	Paracetamol	Antacid	Penicillin
Ointment	Amoxicillin	Antacid	PPI
Tablet	Amoxicillin	Antacid	PPI
Injection	Cetrizine	Antihistamine	Salicylate
Syrup	Omeprazole	Antihistamine	Salicylate
Capsule	Metformin	Antipyretic	Salicylate
Syrup	Amoxicillin	Antacid	Salicylate
Ointment	Omeprazole	Antibiotic	Penicillin
Tablet	Metformin	Antihistamine	H1 Blocker
Syrup	Cetrizine	Antacid	NSAID
Tablet	Aspirin	Antacid	Penicillin
Syrup	Omeprazole	Antibiotic	H1 Blocker
Tablet	Ibuprofen	Antibiotic	NSAID
Injection	Cetrizine	Antipyretic	H1 Blocker
Tablet	Paracetamol	Antibiotic	NSAID
Tablet	Paracetamol	Antibiotic	H1 Blocker
Ointment	Paracetamol	Antihistamine	Penicillin
Capsule	Omeprazole	Painkiller	PPI
Capsule	Ibuprofen	Painkiller	PPI
Tablet	Paracetamol	Antibiotic	Salicylate
Tablet	Ibuprofen	Antipyretic	H1 Blocker
Capsule	Ibuprofen	Antibiotic	PPI
Syrup	Amoxicillin	Antibiotic	Salicylate
Syrup	Aspirin	Antibiotic	Salicylate
Ointment	Omeprazole	Painkiller	H1 Blocker
Syrup	Aspirin	Antibiotic	PPI
Capsule	Aspirin	Antihistamine	H1 Blocker
Injection	Aspirin	Antipyretic	NSAID
Capsule	Amoxicillin	Antipyretic	Penicillin
Capsule	Paracetamol	Antibiotic	PPI
Capsule	Amoxicillin	Antacid	PPI
Tablet	Ibuprofen	Painkiller	Salicylate
Ointment	Ibuprofen	Antihistamine	PPI
Injection	Paracetamol	Antipyretic	PPI
Capsule	Aspirin	Painkiller	H1 Blocker
Tablet	Cetrizine	Antibiotic	Penicillin
Syrup	Metformin	Antipyretic	PPI
Ointment	Ibuprofen	Antihistamine	PPI
Syrup	Metformin	Antibiotic	Penicillin
Capsule	Cetrizine	Antipyretic	Salicylate
Tablet	Cetrizine	Antibiotic	H1 Blocker
Tablet	Omeprazole	Antihistamine	Penicillin
Capsule	Omeprazole	Antibiotic	PPI
Injection	Metformin	Painkiller	Salicylate
Capsule	Cetrizine	Antacid	PPI
Injection	Aspirin	Painkiller	Salicylate
Injection	Aspirin	Antibiotic	Penicillin
Syrup	Aspirin	Antipyretic	NSAID
Ointment	Omeprazole	Antipyretic	NSAID
Tablet	Metformin	Painkiller	PPI
Syrup	Metformin	Antihistamine	PPI
Capsule	Ibuprofen	Antacid	H1 Blocker
Syrup	Aspirin	Antibiotic	Penicillin
Injection	Cetrizine	Antihistamine	PPI
Syrup	Paracetamol	Painkiller	Penicillin
Injection	Paracetamol	Antipyretic	Penicillin
Injection	Paracetamol	Antacid	Penicillin
Capsule	Paracetamol	Painkiller	H1 Blocker
Capsule	Ibuprofen	Antipyretic	Penicillin
Tablet	Amoxicillin	Painkiller	NSAID
Ointment	Amoxicillin	Antibiotic	NSAID
Injection	Amoxicillin	Antihistamine	NSAID
Tablet	Amoxicillin	Antibiotic	NSAID
Injection	Amoxicillin	Antihistamine	Salicylate
Tablet	Ibuprofen	Antibiotic	NSAID
Syrup	Metformin	Antihistamine	Salicylate
Syrup	Paracetamol	Antibiotic	NSAID
Syrup	Metformin	Antihistamine	NSAID
Capsule	Aspirin	Antipyretic	H1 Blocker
Syrup	Amoxicillin	Antibiotic	Salicylate
Ointment	Paracetamol	Antihistamine	Penicillin
Injection	Ibuprofen	Antibiotic	Salicylate
Syrup	Ibuprofen	Antipyretic	H1 Blocker
Capsule	Metformin	Antacid	PPI
Ointment	Cetrizine	Antihistamine	H1 Blocker
Injection	Cetrizine	Antihistamine	Salicylate
Capsule	Ibuprofen	Painkiller	PPI
Injection	Aspirin	Antibiotic	H1 Blocker
Syrup	Aspirin	Antibiotic	Penicillin
Capsule	Aspirin	Antipyretic	Penicillin
Capsule	Cetrizine	Antibiotic	H1 Blocker
Ointment	Ibuprofen	Antibiotic	PPI
Capsule	Omeprazole	Antihistamine	H1 Blocker
Ointment	Metformin	Antipyretic	Penicillin
Syrup	Omeprazole	Antipyretic	NSAID
Tablet	Cetrizine	Antihistamine	NSAID
Injection	Aspirin	Antihistamine	PPI
Tablet	Paracetamol	Antacid	H1 Blocker
Injection	Omeprazole	Antacid	H1 Blocker
Capsule	Amoxicillin	Painkiller	H1 Blocker
Injection	Ibuprofen	Painkiller	Salicylate
Tablet	Ibuprofen	Antacid	H1 Blocker
Ointment	Amoxicillin	Antibiotic	PPI
Capsule	Ibuprofen	Antihistamine	H1 Blocker
Injection	Aspirin	Painkiller	Penicillin
Tablet	Ibuprofen	Painkiller	H1 Blocker
Ointment	Aspirin	Antacid	NSAID
Injection	Paracetamol	Antacid	Penicillin
Injection	Omeprazole	Painkiller	PPI
Injection	Omeprazole	Antacid	Penicillin
Tablet	Aspirin	Painkiller	H1 Blocker
Injection	Omeprazole	Painkiller	Salicylate
Tablet	Paracetamol	Antihistamine	Penicillin
Capsule	Metformin	Painkiller	Salicylate
Ointment	Metformin	Antihistamine	H1 Blocker
Ointment	Paracetamol	Painkiller	H1 Blocker
Injection	Amoxicillin	Antacid	NSAID
Injection	Metformin	Painkiller	PPI
Tablet	Ibuprofen	Antihistamine	Salicylate
Tablet	Omeprazole	Antibiotic	Penicillin
Tablet	Cetrizine	Antibiotic	Salicylate
Syrup	Omeprazole	Antihistamine	Penicillin
Tablet	Metformin	Antipyretic	Salicylate
Injection	Metformin	Antihistamine	Penicillin
Tablet	Omeprazole	Painkiller	NSAID
Injection	Omeprazole	Antipyretic	PPI
Tablet	Cetrizine	Antibiotic	PPI
Tablet	Paracetamol	Painkiller	H1 Blocker
Tablet	Aspirin	Antihistamine	NSAID
Injection	Amoxicillin	Antibiotic	Penicillin
Capsule	Amoxicillin	Antihistamine	H1 Blocker
Capsule	Ibuprofen	Antacid	PPI
Syrup	Paracetamol	Antibiotic	Penicillin
Syrup	Amoxicillin	Antibiotic	NSAID
Injection	Omeprazole	Antihistamine	Salicylate
Injection	Ibuprofen	Antacid	Salicylate
Tablet	Cetrizine	Antihistamine	NSAID
Capsule	Ibuprofen	Painkiller	Salicylate
Ointment	Aspirin	Antihistamine	Penicillin
Ointment	Paracetamol	Painkiller	H1 Blocker
Capsule	Metformin	Painkiller	Penicillin
Ointment	Ibuprofen	Antihistamine	Penicillin
Capsule	Metformin	Painkiller	H1 Blocker
Capsule	Aspirin	Antacid	NSAID
Injection	Paracetamol	Antihistamine	PPI
Capsule	Cetrizine	Antacid	Penicillin
Capsule	Ibuprofen	Antibiotic	H1 Blocker
Syrup	Omeprazole	Antihistamine	Penicillin
Tablet	Omeprazole	Antacid	PPI
Ointment	Amoxicillin	Antipyretic	NSAID
Tablet	Amoxicillin	Antihistamine	Penicillin
Syrup	Cetrizine	Antibiotic	NSAID
Ointment	Omeprazole	Antacid	Penicillin
Ointment	Omeprazole	Antacid	Penicillin
Capsule	Aspirin	Antipyretic	Penicillin
Ointment	Ibuprofen	Antacid	NSAID
Capsule	Aspirin	Antipyretic	Penicillin
Tablet	Cetrizine	Painkiller	Penicillin
Injection	Ibuprofen	Antacid	H1 Blocker
Capsule	Omeprazole	Antihistamine	H1 Blocker
Ointment	Cetrizine	Painkiller	NSAID
Syrup	Amoxicillin	Antihistamine	Salicylate
Injection	Aspirin	Antibiotic	NSAID
Ointment	Paracetamol	Antibiotic	H1 Blocker
Tablet	Ibuprofen	Painkiller	PPI
Ointment	Paracetamol	Antibiotic	Salicylate
Syrup	Omeprazole	Antibiotic	NSAID
Injection	Amoxicillin	Painkiller	Penicillin
Capsule	Ibuprofen	Antipyretic	H1 Blocker
Capsule	Paracetamol	Antacid	H1 Blocker
Syrup	Aspirin	Antihistamine	H1 Blocker
Tablet	Cetrizine	Painkiller	NSAID
Injection	Omeprazole	Painkiller	PPI
Capsule	Amoxicillin	Antihistamine	NSAID
Syrup	Metformin	Antipyretic	Salicylate
Capsule	Cetrizine	Antacid	Salicylate
Tablet	Cetrizine	Antipyretic	NSAID
Injection	Cetrizine	Painkiller	NSAID
Syrup	Paracetamol	Antibiotic	Penicillin
Syrup	Aspirin	Antihistamine	Salicylate
Capsule	Paracetamol	Antipyretic	Penicillin
Injection	Metformin	Antibiotic	H1 Blocker
Syrup	Ibuprofen	Painkiller	Penicillin
Capsule	Metformin	Antibiotic	Penicillin
Syrup	Ibuprofen	Antibiotic	H1 Blocker
Ointment	Metformin	Painkiller	Penicillin
Ointment	Cetrizine	Antacid	Salicylate
Injection	Cetrizine	Antibiotic	Salicylate
Syrup	Ibuprofen	Antihistamine	PPI
Syrup	Paracetamol	Antacid	Salicylate
Syrup	Omeprazole	Antacid	H1 Blocker
Syrup	Ibuprofen	Antipyretic	PPI
Ointment	Aspirin	Antibiotic	PPI
Capsule	Ibuprofen	Painkiller	H1 Blocker
Syrup	Amoxicillin	Antacid	PPI
Injection	Cetrizine	Antibiotic	Salicylate
Tablet	Ibuprofen	Antipyretic	Salicylate
Tablet	Paracetamol	Antacid	PPI
Ointment	Amoxicillin	Painkiller	Penicillin
Syrup	Amoxicillin	Antacid	PPI
Injection	Ibuprofen	Antibiotic	Salicylate
Capsule	Paracetamol	Antipyretic	H1 Blocker
Syrup	Paracetamol	Antacid	H1 Blocker
Capsule	Aspirin	Antipyretic	NSAID
Ointment	Cetrizine	Painkiller	NSAID
Capsule	Paracetamol	Antibiotic	H1 Blocker
Injection	Ibuprofen	Antacid	Salicylate
Capsule	Ibuprofen	Antacid	Salicylate
Ointment	Paracetamol	Antacid	PPI
Syrup	Metformin	Antacid	Salicylate
Tablet	Cetrizine	Antibiotic	Penicillin
Tablet	Cetrizine	Antihistamine	Penicillin
Injection	Cetrizine	Antibiotic	Salicylate
Syrup	Amoxicillin	Antibiotic	Salicylate
Ointment	Paracetamol	Antipyretic	Penicillin
Tablet	Metformin	Antibiotic	Penicillin
Injection	Amoxicillin	Antipyretic	NSAID
Injection	Cetrizine	Painkiller	PPI
Ointment	Metformin	Antipyretic	NSAID
Injection	Paracetamol	Painkiller	NSAID
Tablet	Cetrizine	Antibiotic	NSAID
Capsule	Paracetamol	Antibiotic	Penicillin
Tablet	Metformin	Painkiller	Salicylate
Injection	Paracetamol	Antipyretic	NSAID
Ointment	Paracetamol	Antipyretic	Penicillin
Injection	Omeprazole	Antibiotic	NSAID
Ointment	Cetrizine	Antibiotic	PPI
Tablet	Cetrizine	Antihistamine	NSAID
Tablet	Paracetamol	Antipyretic	PPI
Capsule	Aspirin	Antacid	H1 Blocker
Ointment	Paracetamol	Painkiller	Salicylate
Injection	Metformin	Antihistamine	H1 Blocker
Tablet	Ibuprofen	Antibiotic	Salicylate
Syrup	Ibuprofen	Painkiller	NSAID
Tablet	Paracetamol	Antacid	NSAID
Syrup	Paracetamol	Painkiller	NSAID
Injection	Paracetamol	Antibiotic	NSAID
Tablet	Amoxicillin	Antacid	Salicylate
Injection	Aspirin	Antacid	H1 Blocker
Capsule	Aspirin	Antipyretic	Penicillin
Ointment	Amoxicillin	Antihistamine	Salicylate
Injection	Omeprazole	Antibiotic	Penicillin
Ointment	Paracetamol	Antibiotic	Salicylate
Capsule	Ibuprofen	Antipyretic	Salicylate
Capsule	Ibuprofen	Antipyretic	Salicylate
Tablet	Omeprazole	Antibiotic	Salicylate
Tablet	Cetrizine	Antipyretic	Salicylate
Tablet	Cetrizine	Antibiotic	Salicylate
Syrup	Ibuprofen	Antibiotic	Penicillin
Tablet	Aspirin	Antibiotic	Salicylate
Capsule	Metformin	Antipyretic	Penicillin
Ointment	Ibuprofen	Antihistamine	PPI
Tablet	Paracetamol	Painkiller	PPI
Ointment	Paracetamol	Antacid	H1 Blocker
Syrup	Aspirin	Antacid	PPI
Ointment	Metformin	Painkiller	NSAID
Syrup	Cetrizine	Antihistamine	NSAID
Tablet	Omeprazole	Antihistamine	PPI
Capsule	Cetrizine	Antihistamine	H1 Blocker
Ointment	Amoxicillin	Antihistamine	Penicillin
Capsule	Metformin	Painkiller	Salicylate
Syrup	Omeprazole	Antacid	Salicylate
Capsule	Cetrizine	Antihistamine	Salicylate
Tablet	Amoxicillin	Antacid	H1 Blocker
Tablet	Ibuprofen	Painkiller	Salicylate
Syrup	Cetrizine	Painkiller	NSAID
Injection	Paracetamol	Antihistamine	Penicillin
Tablet	Metformin	Painkiller	Salicylate
Tablet	Aspirin	Antipyretic	Penicillin
Injection	Cetrizine	Antihistamine	PPI
Capsule	Aspirin	Antihistamine	Penicillin
Injection	Aspirin	Antacid	Penicillin
Syrup	Metformin	Antipyretic	PPI
Syrup	Aspirin	Painkiller	PPI
Capsule	Paracetamol	Antacid	NSAID
Capsule	Ibuprofen	Painkiller	Penicillin
Ointment	Aspirin	Antacid	NSAID
Syrup	Ibuprofen	Antipyretic	Penicillin
Injection	Ibuprofen	Antacid	H1 Blocker
Syrup	Omeprazole	Painkiller	Salicylate
Ointment	Cetrizine	Painkiller	NSAID
Ointment	Omeprazole	Antihistamine	NSAID
Tablet	Aspirin	Antacid	Penicillin
Capsule	Ibuprofen	Antacid	Penicillin
Syrup	Amoxicillin	Antacid	NSAID
Ointment	Metformin	Antibiotic	H1 Blocker
Tablet	Aspirin	Antihistamine	H1 Blocker
Capsule	Metformin	Antihistamine	H1 Blocker
Ointment	Aspirin	Painkiller	Salicylate
Capsule	Ibuprofen	Antacid	H1 Blocker
Tablet	Paracetamol	Antibiotic	NSAID
Ointment	Ibuprofen	Painkiller	Salicylate
Injection	Ibuprofen	Antihistamine	Penicillin
Tablet	Amoxicillin	Antibiotic	PPI
Ointment	Cetrizine	Antipyretic	PPI
Injection	Amoxicillin	Antihistamine	PPI
Capsule	Paracetamol	Antihistamine	Penicillin
Syrup	Metformin	Antibiotic	Penicillin
Tablet	Paracetamol	Antipyretic	Penicillin
Injection	Amoxicillin	Antacid	PPI
Tablet	Aspirin	Antipyretic	NSAID
Syrup	Metformin	Antacid	Salicylate
Capsule	Metformin	Antipyretic	PPI
Ointment	Amoxicillin	Antihistamine	Penicillin
Tablet	Metformin	Painkiller	PPI
Tablet	Aspirin	Painkiller	Penicillin
Capsule	Metformin	Antibiotic	PPI
Capsule	Omeprazole	Antacid	H1 Blocker
Ointment	Amoxicillin	Painkiller	NSAID
Ointment	Metformin	Antacid	H1 Blocker
Capsule	Cetrizine	Antibiotic	PPI
Syrup	Metformin	Antihistamine	Penicillin
Ointment	Paracetamol	Antacid	H1 Blocker
Tablet	Cetrizine	Antacid	PPI
Ointment	Metformin	Painkiller	NSAID
Tablet	Omeprazole	Painkiller	NSAID
Syrup	Amoxicillin	Painkiller	NSAID
Tablet	Paracetamol	Antipyretic	Salicylate
Injection	Ibuprofen	Painkiller	Penicillin
Syrup	Ibuprofen	Painkiller	Penicillin
Tablet	Aspirin	Antipyretic	H1 Blocker
Tablet	Omeprazole	Antacid	PPI
Ointment	Amoxicillin	Antihistamine	H1 Blocker
Ointment	Metformin	Antacid	NSAID
Syrup	Ibuprofen	Antacid	H1 Blocker
Capsule	Ibuprofen	Antacid	PPI
Syrup	Omeprazole	Antihistamine	PPI
Injection	Metformin	Antibiotic	Penicillin
Syrup	Cetrizine	Antihistamine	NSAID
Tablet	Aspirin	Antacid	Penicillin
Capsule	Paracetamol	Antihistamine	Penicillin
Syrup	Cetrizine	Painkiller	NSAID
Syrup	Cetrizine	Antihistamine	H1 Blocker
Ointment	Ibuprofen	Antihistamine	PPI
Tablet	Paracetamol	Antipyretic	Penicillin
Injection	Paracetamol	Antipyretic	NSAID
Ointment	Omeprazole	Painkiller	NSAID
Capsule	Metformin	Painkiller	PPI
Syrup	Amoxicillin	Antihistamine	Salicylate
Tablet	Ibuprofen	Antacid	PPI
Ointment	Cetrizine	Antihistamine	NSAID
Ointment	Ibuprofen	Antihistamine	PPI
Ointment	Ibuprofen	Painkiller	H1 Blocker
Ointment	Paracetamol	Antibiotic	PPI
Tablet	Amoxicillin	Antipyretic	PPI
Injection	Amoxicillin	Antibiotic	PPI
Ointment	Ibuprofen	Antacid	Salicylate
Syrup	Aspirin	Antacid	H1 Blocker
Ointment	Ibuprofen	Antipyretic	Salicylate
Injection	Metformin	Antacid	H1 Blocker
Syrup	Omeprazole	Antacid	Salicylate
Ointment	Omeprazole	Antacid	Salicylate
Ointment	Aspirin	Antibiotic	NSAID
Injection	Paracetamol	Antacid	Salicylate
Ointment	Amoxicillin	Antacid	H1 Blocker
Ointment	Ibuprofen	Antibiotic	PPI
Syrup	Cetrizine	Painkiller	H1 Blocker
Injection	Cetrizine	Antibiotic	PPI
Ointment	Ibuprofen	Painkiller	Salicylate
Ointment	Paracetamol	Antacid	PPI
Tablet	Aspirin	Antacid	Penicillin
Ointment	Cetrizine	Antihistamine	Penicillin
Capsule	Metformin	Antacid	Salicylate
Tablet	Paracetamol	Antacid	PPI
Ointment	Cetrizine	Painkiller	PPI
Syrup	Aspirin	Painkiller	Salicylate
Syrup	Metformin	Antacid	H1 Blocker
Capsule	Metformin	Antibiotic	Penicillin
Injection	Aspirin	Antacid	PPI
Ointment	Metformin	Painkiller	PPI
Ointment	Omeprazole	Antipyretic	Salicylate
Capsule	Metformin	Antibiotic	NSAID
Ointment	Ibuprofen	Painkiller	Penicillin
Ointment	Amoxicillin	Antipyretic	NSAID
Tablet	Paracetamol	Antibiotic	Penicillin
Injection	Ibuprofen	Antihistamine	PPI
Ointment	Metformin	Antipyretic	Salicylate
Injection	Paracetamol	Antipyretic	H1 Blocker
Tablet	Ibuprofen	Painkiller	H1 Blocker
Injection	Amoxicillin	Antipyretic	Salicylate
Syrup	Cetrizine	Antihistamine	NSAID
Injection	Amoxicillin	Antibiotic	H1 Blocker
Ointment	Ibuprofen	Antipyretic	H1 Blocker
Tablet	Ibuprofen	Antipyretic	H1 Blocker
Capsule	Cetrizine	Antipyretic	H1 Blocker
Capsule	Paracetamol	Antihistamine	PPI
Tablet	Omeprazole	Antacid	NSAID
Syrup	Ibuprofen	Painkiller	PPI
Syrup	Metformin	Antipyretic	H1 Blocker
Injection	Amoxicillin	Painkiller	NSAID
Ointment	Ibuprofen	Antipyretic	Salicylate
Capsule	Amoxicillin	Antihistamine	H1 Blocker
Tablet	Omeprazole	Painkiller	PPI
Capsule	Ibuprofen	Painkiller	Penicillin
Syrup	Aspirin	Antibiotic	PPI
Injection	Omeprazole	Painkiller	Penicillin
Capsule	Aspirin	Antipyretic	Penicillin
Syrup	Omeprazole	Antihistamine	PPI
Syrup	Aspirin	Antibiotic	H1 Blocker
Injection	Paracetamol	Antihistamine	Penicillin
Ointment	Ibuprofen	Antacid	NSAID
Syrup	Aspirin	Antihistamine	PPI
Tablet	Ibuprofen	Antacid	Salicylate
Tablet	Amoxicillin	Antipyretic	NSAID
Injection	Metformin	Antacid	PPI
Capsule	Cetrizine	Antibiotic	PPI
Tablet	Aspirin	Antacid	H1 Blocker
Capsule	Ibuprofen	Antibiotic	NSAID
Capsule	Paracetamol	Antacid	PPI
Syrup	Cetrizine	Antacid	H1 Blocker
Ointment	Aspirin	Antihistamine	NSAID
Injection	Ibuprofen	Antihistamine	H1 Blocker
Tablet	Amoxicillin	Antacid	H1 Blocker
Injection	Ibuprofen	Antacid	H1 Blocker
Tablet	Metformin	Painkiller	H1 Blocker
Syrup	Ibuprofen	Antibiotic	H1 Blocker
Tablet	Cetrizine	Antacid	NSAID
Capsule	Cetrizine	Antihistamine	NSAID
Capsule	Omeprazole	Antihistamine	Salicylate
Capsule	Metformin	Antipyretic	Penicillin
Capsule	Paracetamol	Antacid	NSAID
Capsule	Metformin	Antibiotic	Penicillin
Injection	Omeprazole	Painkiller	PPI
Ointment	Ibuprofen	Painkiller	Salicylate
Ointment	Paracetamol	Painkiller	Salicylate
Injection	Aspirin	Antihistamine	NSAID
Tablet	Cetrizine	Antibiotic	NSAID
Syrup	Paracetamol	Painkiller	PPI
Injection	Amoxicillin	Painkiller	Salicylate
Syrup	Omeprazole	Antipyretic	Salicylate
Tablet	Aspirin	Painkiller	Penicillin
Tablet	Amoxicillin	Antacid	Salicylate
Injection	Amoxicillin	Antipyretic	Penicillin
Capsule	Paracetamol	Painkiller	Penicillin
Tablet	Aspirin	Antihistamine	NSAID
Syrup	Metformin	Painkiller	PPI
Syrup	Metformin	Antacid	PPI
Syrup	Cetrizine	Antibiotic	Penicillin
Tablet	Amoxicillin	Antacid	Salicylate
Tablet	Cetrizine	Antacid	PPI
Capsule	Cetrizine	Antibiotic	Salicylate
Injection	Omeprazole	Antibiotic	Penicillin
Ointment	Ibuprofen	Antipyretic	Salicylate
Syrup	Ibuprofen	Antihistamine	NSAID
Tablet	Aspirin	Antipyretic	PPI
Syrup	Aspirin	Painkiller	Penicillin
Injection	Cetrizine	Painkiller	PPI
Capsule	Metformin	Antihistamine	Salicylate
Syrup	Ibuprofen	Antibiotic	Penicillin
Injection	Metformin	Painkiller	Salicylate
Ointment	Metformin	Antacid	PPI
Capsule	Metformin	Antacid	H1 Blocker
Tablet	Aspirin	Antihistamine	H1 Blocker
Injection	Amoxicillin	Antihistamine	Salicylate
Tablet	Omeprazole	Antacid	NSAID
Syrup	Aspirin	Antacid	Penicillin
Ointment	Ibuprofen	Antipyretic	Penicillin
Syrup	Cetrizine	Antacid	H1 Blocker
Tablet	Paracetamol	Antibiotic	Penicillin
Syrup	Amoxicillin	Antihistamine	NSAID
Syrup	Omeprazole	Antihistamine	NSAID
Ointment	Metformin	Antipyretic	Salicylate
Tablet	Omeprazole	Antacid	NSAID
